timestamp,username,ip_address,country,status,device_type,city,latitude,longitude,is_failed,is_success,hour,day_of_week,is_weekend,prev_timestamp,prev_country,prev_lat,prev_lon,prev_device,time_diff_min,geo_dist_km,geo_speed_kmh,ip_failed_count_10m,user_failed_count_10m,ip_distinct_users_10m
2026-07-01 22:54:13,user_16,21.73.167.18,AU,Success,Server-Linux,Unknown,0.0,0.0,0,1,22,2,0,2026-07-01 22:21:42,AU,0.0,0.0,Mobile-Android,32.516666666666666,0.0,0.0,0.0,13.0,1
2026-07-01 23:01:18,user_13,175.190.51.108,US,Failed,Server-Linux,Unknown,0.0,0.0,1,0,23,2,0,2026-07-01 22:28:47,US,0.0,0.0,Server-Linux,32.516666666666666,0.0,0.0,0.0,14.0,1
2026-07-01 23:08:00,user_13,175.190.51.108,US,Failed,Laptop-macOS,Unknown,0.0,0.0,1,0,23,2,0,2026-07-01 23:01:18,US,0.0,0.0,Server-Linux,6.7,0.0,0.0,0.0,15.0,1
2026-07-01 23:30:24,user_9,204.58.22.253,IN,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,23,2,0,2026-07-01 22:52:07,IN,0.0,0.0,Laptop-macOS,38.28333333333333,0.0,0.0,0.0,16.0,1
2026-07-01 23:31:02,user_12,208.15.190.190,DE,Success,Mobile-Android,Unknown,0.0,0.0,0,1,23,2,0,2026-07-01 22:52:56,DE,0.0,0.0,Laptop-macOS,38.1,0.0,0.0,0.0,17.0,1
2026-07-01 23:42:06,user_4,75.203.88.117,FR,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,23,2,0,2026-07-01 22:28:40,FR,0.0,0.0,Mobile-iOS,73.43333333333334,0.0,0.0,0.0,18.0,1
2026-07-01 23:42:57,user_4,75.203.88.117,FR,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,23,2,0,2026-07-01 23:42:06,FR,0.0,0.0,Workstation-Windows,0.85,0.0,0.0,0.0,19.0,1
2026-07-01 23:49:00,user_2,107.72.189.21,FR,Success,Mobile-Android,Unknown,0.0,0.0,0,1,23,2,0,2026-07-01 14:11:15,FR,0.0,0.0,Workstation-Windows,577.75,0.0,0.0,0.0,20.0,1
2026-07-01 23:58:14,user_11,59.170.220.188,JP,Success,Mobile-Android,Unknown,0.0,0.0,0,1,23,2,0,,,,,,999999.0,0.0,0.0,0.0,21.0,1
2026-07-02 00:12:04,admin,253.8.175.35,AU,Success,Mobile-Android,Unknown,0.0,0.0,0,1,0,3,0,2026-07-01 22:36:45,AU,0.0,0.0,Server-Linux,95.31666666666666,0.0,0.0,0.0,22.0,1
2026-07-02 00:12:34,user_7,236.158.38.130,GB,Success,Mobile-Android,Unknown,0.0,0.0,0,1,0,3,0,2026-07-01 21:27:26,GB,0.0,0.0,Mobile-iOS,165.13333333333333,0.0,0.0,0.0,23.0,1
2026-07-02 00:16:08,user_1,103.180.93.15,FR,Success,Server-Linux,Unknown,0.0,0.0,0,1,0,3,0,2026-07-01 21:56:44,FR,0.0,0.0,Laptop-macOS,139.4,0.0,0.0,0.0,24.0,1
2026-07-02 00:33:20,user_5,100.104.152.131,US,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,0,3,0,2026-07-01 22:13:31,US,0.0,0.0,Mobile-Android,139.81666666666666,0.0,0.0,0.0,25.0,1
2026-07-02 00:40:48,user_13,175.190.51.108,US,Success,Server-Linux,Unknown,0.0,0.0,0,1,0,3,0,2026-07-01 23:08:00,US,0.0,0.0,Laptop-macOS,92.8,0.0,0.0,0.0,26.0,1
2026-07-02 00:45:06,user_2,107.72.189.21,FR,Failed,Mobile-iOS,Unknown,0.0,0.0,1,0,0,3,0,2026-07-01 23:49:00,FR,0.0,0.0,Mobile-Android,56.1,0.0,0.0,0.0,27.0,1
2026-07-02 00:46:03,admin,253.8.175.35,AU,Failed,Server-Linux,Unknown,0.0,0.0,1,0,0,3,0,2026-07-02 00:12:04,AU,0.0,0.0,Mobile-Android,33.983333333333334,0.0,0.0,0.0,28.0,1
2026-07-02 00:50:25,user_14,55.244.64.249,DE,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,0,3,0,2026-07-01 21:59:10,DE,0.0,0.0,Mobile-Android,171.25,0.0,0.0,0.0,29.0,1
2026-07-02 01:13:19,user_15,131.229.51.135,JP,Success,Server-Linux,Unknown,0.0,0.0,0,1,1,3,0,2026-07-01 22:42:16,JP,0.0,0.0,Mobile-Android,151.05,0.0,0.0,0.0,30.0,1
2026-07-02 01:26:06,user_7,236.158.38.130,GB,Success,Server-Linux,Unknown,0.0,0.0,0,1,1,3,0,2026-07-02 00:12:34,GB,0.0,0.0,Mobile-Android,73.53333333333333,0.0,0.0,0.0,31.0,1
2026-07-02 01:29:37,user_16,21.73.167.18,AU,Success,Server-Linux,Unknown,0.0,0.0,0,1,1,3,0,2026-07-01 22:54:13,AU,0.0,0.0,Server-Linux,155.4,0.0,0.0,0.0,32.0,1
2026-07-02 01:34:00,user_2,107.72.189.21,FR,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,1,3,0,2026-07-02 00:45:06,FR,0.0,0.0,Mobile-iOS,48.9,0.0,0.0,0.0,33.0,1
2026-07-02 01:39:08,user_8,192.188.21.161,JP,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,1,3,0,2026-07-01 21:45:42,JP,0.0,0.0,Workstation-Windows,233.43333333333334,0.0,0.0,1.0,34.0,1
2026-07-02 01:39:31,root,206.81.164.50,JP,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,1,3,0,2026-07-01 22:35:26,JP,0.0,0.0,Server-Linux,184.08333333333334,0.0,0.0,0.0,35.0,1
2026-07-02 01:43:51,user_2,107.72.189.21,FR,Success,Server-Linux,Unknown,0.0,0.0,0,1,1,3,0,2026-07-02 01:34:00,FR,0.0,0.0,Mobile-iOS,9.85,0.0,0.0,0.0,36.0,1
2026-07-02 02:10:39,user_19,53.130.84.92,AU,Failed,Mobile-Android,Unknown,0.0,0.0,1,0,2,3,0,,,,,,999999.0,0.0,0.0,0.0,37.0,1
2026-07-02 02:17:15,admin,253.8.175.35,AU,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,2,3,0,2026-07-02 00:46:03,AU,0.0,0.0,Server-Linux,91.2,0.0,0.0,0.0,38.0,1
2026-07-02 02:20:21,db_backup,104.132.2.254,US,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,2,3,0,,,,,,999999.0,0.0,0.0,0.0,39.0,1
2026-07-02 02:22:20,admin,253.8.175.35,AU,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,2,3,0,2026-07-02 02:17:15,AU,0.0,0.0,Mobile-iOS,5.083333333333333,0.0,0.0,0.0,39.0,1
2026-07-02 02:23:33,root,206.81.164.50,JP,Success,Mobile-Android,Unknown,0.0,0.0,0,1,2,3,0,2026-07-02 01:39:31,JP,0.0,0.0,Laptop-macOS,44.03333333333333,0.0,0.0,0.0,0.0,1
2026-07-02 02:26:55,user_11,59.170.220.188,JP,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,2,3,0,2026-07-01 23:58:14,JP,0.0,0.0,Mobile-Android,148.68333333333334,0.0,0.0,0.0,0.0,1
2026-07-02 02:26:59,user_1,103.180.93.15,FR,Success,Mobile-Android,Unknown,0.0,0.0,0,1,2,3,0,2026-07-02 00:16:08,FR,0.0,0.0,Server-Linux,130.85,0.0,0.0,0.0,0.0,1
2026-07-02 02:35:32,user_11,59.170.220.188,JP,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,2,3,0,2026-07-02 02:26:55,JP,0.0,0.0,Mobile-iOS,8.616666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 02:35:44,user_6,150.53.2.88,US,Success,Server-Linux,Unknown,0.0,0.0,0,1,2,3,0,,,,,,999999.0,0.0,0.0,0.0,0.0,1
2026-07-02 02:45:47,user_4,75.203.88.117,FR,Success,Mobile-Android,Unknown,0.0,0.0,0,1,2,3,0,2026-07-01 23:42:57,FR,0.0,0.0,Mobile-iOS,182.83333333333334,0.0,0.0,1.0,0.0,1
2026-07-02 02:47:42,root,206.81.164.50,JP,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,2,3,0,2026-07-02 02:23:33,JP,0.0,0.0,Mobile-Android,24.15,0.0,0.0,0.0,0.0,1
2026-07-02 02:50:30,user_8,192.188.21.161,JP,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,2,3,0,2026-07-02 01:39:08,JP,0.0,0.0,Mobile-iOS,71.36666666666666,0.0,0.0,0.0,0.0,1
2026-07-02 03:04:29,user_20,111.188.199.172,IN,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,3,3,0,2026-07-01 19:13:12,IN,0.0,0.0,Workstation-Windows,471.28333333333336,0.0,0.0,0.0,0.0,1
2026-07-02 03:12:03,user_7,236.158.38.130,GB,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,3,3,0,2026-07-02 01:26:06,GB,0.0,0.0,Server-Linux,105.95,0.0,0.0,0.0,0.0,1
2026-07-02 03:24:50,user_5,100.104.152.131,US,Success,Mobile-Android,Unknown,0.0,0.0,0,1,3,3,0,2026-07-02 00:33:20,US,0.0,0.0,Laptop-macOS,171.5,0.0,0.0,0.0,0.0,1
2026-07-02 03:27:43,root,206.81.164.50,JP,Success,Mobile-Android,Unknown,0.0,0.0,0,1,3,3,0,2026-07-02 02:47:42,JP,0.0,0.0,Workstation-Windows,40.016666666666666,0.0,0.0,0.0,0.0,1
2026-07-02 03:38:20,user_17,132.89.60.14,AU,Failed,Mobile-Android,Unknown,0.0,0.0,1,0,3,3,0,2026-07-01 21:44:44,AU,0.0,0.0,Mobile-Android,353.6,0.0,0.0,0.0,1.0,1
2026-07-02 03:46:35,root,206.81.164.50,JP,Success,Mobile-Android,Unknown,0.0,0.0,0,1,3,3,0,2026-07-02 03:27:43,JP,0.0,0.0,Mobile-Android,18.866666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 03:52:10,admin,253.8.175.35,AU,Failed,Workstation-Windows,Unknown,0.0,0.0,1,0,3,3,0,2026-07-02 02:22:20,AU,0.0,0.0,Laptop-macOS,89.83333333333333,0.0,0.0,1.0,0.0,1
2026-07-02 04:13:09,user_20,111.188.199.172,IN,Success,Mobile-Android,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 03:04:29,IN,0.0,0.0,Laptop-macOS,68.66666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 04:17:36,db_backup,104.132.2.254,US,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 02:20:21,US,0.0,0.0,Workstation-Windows,117.25,0.0,0.0,0.0,1.0,1
2026-07-02 04:20:07,user_15,131.229.51.135,JP,Success,Server-Linux,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 01:13:19,JP,0.0,0.0,Server-Linux,186.8,0.0,0.0,0.0,0.0,1
2026-07-02 04:31:14,user_5,100.104.152.131,US,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 03:24:50,US,0.0,0.0,Mobile-Android,66.4,0.0,0.0,0.0,0.0,1
2026-07-02 04:34:38,user_1,103.180.93.15,FR,Success,Server-Linux,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 02:26:59,FR,0.0,0.0,Mobile-Android,127.65,0.0,0.0,0.0,0.0,1
2026-07-02 04:35:43,user_19,53.130.84.92,AU,Success,Mobile-Android,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 02:10:39,AU,0.0,0.0,Mobile-Android,145.06666666666666,0.0,0.0,0.0,1.0,1
2026-07-02 04:37:11,root,206.81.164.50,JP,Success,Mobile-Android,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 03:46:35,JP,0.0,0.0,Mobile-Android,50.6,0.0,0.0,0.0,0.0,1
2026-07-02 04:41:23,user_12,208.15.190.190,DE,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,4,3,0,2026-07-01 23:31:02,DE,0.0,0.0,Mobile-Android,310.35,0.0,0.0,0.0,0.0,1
2026-07-02 04:45:53,user_15,131.229.51.135,JP,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 04:20:07,JP,0.0,0.0,Server-Linux,25.766666666666666,0.0,0.0,0.0,1.0,1
2026-07-02 04:56:06,user_6,150.53.2.88,US,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 02:35:44,US,0.0,0.0,Server-Linux,140.36666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 04:57:15,user_16,21.73.167.18,AU,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,4,3,0,2026-07-02 01:29:37,AU,0.0,0.0,Server-Linux,207.63333333333333,0.0,0.0,0.0,0.0,1
2026-07-02 05:14:17,user_3,103.122.211.215,GB,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,5,3,0,2026-07-01 17:05:01,GB,0.0,0.0,Server-Linux,729.2666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 05:21:34,user_15,131.229.51.135,JP,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,5,3,0,2026-07-02 04:45:53,JP,0.0,0.0,Laptop-macOS,35.68333333333333,0.0,0.0,0.0,0.0,1
2026-07-02 05:22:30,db_backup,104.132.2.254,US,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,5,3,0,2026-07-02 04:17:36,US,0.0,0.0,Laptop-macOS,64.9,0.0,0.0,0.0,0.0,1
2026-07-02 05:32:54,user_8,192.188.21.161,JP,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,5,3,0,2026-07-02 02:50:30,JP,0.0,0.0,Mobile-iOS,162.4,0.0,0.0,0.0,1.0,1
2026-07-02 05:45:14,user_11,59.170.220.188,JP,Success,Server-Linux,Unknown,0.0,0.0,0,1,5,3,0,2026-07-02 02:35:32,JP,0.0,0.0,Workstation-Windows,189.7,0.0,0.0,0.0,1.0,1
2026-07-02 05:58:19,user_20,111.188.199.172,IN,Success,Server-Linux,Unknown,0.0,0.0,0,1,5,3,0,2026-07-02 04:13:09,IN,0.0,0.0,Mobile-Android,105.16666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 06:17:04,admin,253.8.175.35,AU,Success,Mobile-Android,Unknown,0.0,0.0,0,1,6,3,0,2026-07-02 03:52:10,AU,0.0,0.0,Workstation-Windows,144.9,0.0,0.0,0.0,0.0,1
2026-07-02 06:17:35,user_13,175.190.51.108,US,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,6,3,0,2026-07-02 00:40:48,US,0.0,0.0,Server-Linux,336.78333333333336,0.0,0.0,0.0,0.0,1
2026-07-02 06:29:02,user_7,236.158.38.130,GB,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,6,3,0,2026-07-02 03:12:03,GB,0.0,0.0,Mobile-iOS,196.98333333333332,0.0,0.0,0.0,0.0,1
2026-07-02 06:37:34,user_9,204.58.22.253,IN,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,6,3,0,2026-07-01 23:30:24,IN,0.0,0.0,Workstation-Windows,427.1666666666667,0.0,0.0,1.0,0.0,1
2026-07-02 06:38:46,user_18,242.250.9.90,US,Success,Server-Linux,Unknown,0.0,0.0,0,1,6,3,0,2026-07-01 22:40:24,US,0.0,0.0,Laptop-macOS,478.3666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 07:01:07,user_9,204.58.22.253,IN,Failed,Server-Linux,Unknown,0.0,0.0,1,0,7,3,0,2026-07-02 06:37:34,IN,0.0,0.0,Mobile-iOS,23.55,0.0,0.0,0.0,0.0,1
2026-07-02 07:14:07,user_9,204.58.22.253,IN,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 07:01:07,IN,0.0,0.0,Server-Linux,13.0,0.0,0.0,0.0,1.0,1
2026-07-02 07:15:19,user_17,132.89.60.14,AU,Success,Server-Linux,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 03:38:20,AU,0.0,0.0,Mobile-Android,216.98333333333332,0.0,0.0,0.0,0.0,1
2026-07-02 07:25:38,user_11,59.170.220.188,JP,Success,Server-Linux,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 05:45:14,JP,0.0,0.0,Server-Linux,100.4,0.0,0.0,0.0,0.0,1
2026-07-02 07:27:32,user_17,132.89.60.14,AU,Failed,Server-Linux,Unknown,0.0,0.0,1,0,7,3,0,2026-07-02 07:15:19,AU,0.0,0.0,Server-Linux,12.216666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 07:28:58,user_6,150.53.2.88,US,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 04:56:06,US,0.0,0.0,Mobile-iOS,152.86666666666667,0.0,0.0,0.0,0.0,1
2026-07-02 07:41:59,user_5,100.104.152.131,US,Success,Server-Linux,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 04:31:14,US,0.0,0.0,Laptop-macOS,190.75,0.0,0.0,0.0,0.0,1
2026-07-02 07:47:20,user_15,131.229.51.135,JP,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 05:21:34,JP,0.0,0.0,Workstation-Windows,145.76666666666668,0.0,0.0,0.0,0.0,1
2026-07-02 07:51:08,admin,253.8.175.35,AU,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 06:17:04,AU,0.0,0.0,Mobile-Android,94.06666666666666,0.0,0.0,0.0,0.0,1
2026-07-02 07:52:07,user_19,53.130.84.92,AU,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,7,3,0,2026-07-02 04:35:43,AU,0.0,0.0,Mobile-Android,196.4,0.0,0.0,0.0,0.0,1
2026-07-02 08:03:19,user_19,53.130.84.92,AU,Success,Server-Linux,Unknown,0.0,0.0,0,1,8,3,0,2026-07-02 07:52:07,AU,0.0,0.0,Workstation-Windows,11.2,0.0,0.0,1.0,0.0,1
2026-07-02 08:20:07,user_4,75.203.88.117,FR,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,8,3,0,2026-07-02 02:45:47,FR,0.0,0.0,Mobile-Android,334.3333333333333,0.0,0.0,0.0,0.0,1
2026-07-02 08:21:27,user_16,21.73.167.18,AU,Failed,Mobile-iOS,Unknown,0.0,0.0,1,0,8,3,0,2026-07-02 04:57:15,AU,0.0,0.0,Mobile-iOS,204.2,0.0,0.0,0.0,0.0,1
2026-07-02 08:21:32,user_17,132.89.60.14,AU,Success,Server-Linux,Unknown,0.0,0.0,0,1,8,3,0,2026-07-02 07:27:32,AU,0.0,0.0,Server-Linux,54.0,0.0,0.0,1.0,1.0,1
2026-07-02 08:32:52,user_4,75.203.88.117,FR,Success,Laptop-macOS,Unknown,0.0,0.0,0,1,8,3,0,2026-07-02 08:20:07,FR,0.0,0.0,Mobile-iOS,12.75,0.0,0.0,0.0,0.0,1
2026-07-02 08:34:10,user_20,111.188.199.172,IN,Success,Workstation-Windows,Unknown,0.0,0.0,0,1,8,3,0,2026-07-02 05:58:19,IN,0.0,0.0,Server-Linux,155.85,0.0,0.0,0.0,0.0,1
2026-07-02 08:34:18,db_backup,104.132.2.254,US,Failed,Server-Linux,Unknown,0.0,0.0,1,0,8,3,0,2026-07-02 05:22:30,US,0.0,0.0,Mobile-iOS,191.8,0.0,0.0,0.0,0.0,1
2026-07-02 08:34:20,user_2,107.72.189.21,FR,Success,Server-Linux,Unknown,0.0,0.0,0,1,8,3,0,2026-07-02 01:43:51,FR,0.0,0.0,Server-Linux,410.48333333333335,0.0,0.0,0.0,0.0,1
2026-07-02 08:39:10,user_8,192.188.21.161,JP,Success,Mobile-iOS,Unknown,0.0,0.0,0,1,8,3,0,2026-07-02 05:32:54,JP,0.0,0.0,Mobile-iOS,186.26666666666668,0.0,0.0,0.0,0.0,1
